no	brand	chinese_name	english_name	item	effect	image
12700	Country_&_Stream	天然蜂蜜唇蜜	Natural Honey Lip	唇部保養,	保濕,滋潤,香氛,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1480670208-1329473999.png
12703	CANMAKE	棉花糖蜜粉餅	Marshmallow Finish Powder	粉餅,	控油,透亮,細緻,	https://pic.pimg.tw/styleme/1488894096-696821519.png
12706	CANMAKE	絲緞防曬粉餅 SPF30 PA++	UV Silky Fit Foundation SPF30 PA++	粉餅,	清爽,控油,透亮,防曬,遮瑕,	https://pic.pimg.tw/styleme/1480506733-3948249022.jpg
12709	VDL	植物水潤護唇精華		唇部保養,	保濕,修護,	https://pic.pimg.tw/styleme/1480494994-472460045.jpg
12712	BOURJOIS_妙巴黎	果然新肌光蜜粉餅	Healthy Balance Unifying Powder	粉餅,	保濕,控油,透亮,服貼,薄透,好推勻,	https://pic.pimg.tw/styleme/1488813598-2918132742.png
12715	BOURJOIS_妙巴黎	輕蜜粉	Face Powder	蜜粉,	修飾毛孔,透亮,遮瑕,薄透,	https://pic.pimg.tw/styleme/1488813700-315599473.png
12718	SYRIO	義貝拉緊致美唇霜		唇部保養,	保濕,滋潤,緊實,	https://pic.pimg.tw/styleme/1480507788-744173703.jpg
12721	too_cool_for_school	貝比嫩唇雙重護理棒		唇部保養,	滋潤,修護,	https://pic.pimg.tw/styleme/1480508489-797869862.jpg
12724	Arome_by_Watsons	豐盈飽滿護唇精華		唇部保養,	保濕,滋潤,修護,	https://pic.pimg.tw/styleme/1480509266-3335828579.jpg
12727	CHATEAU_LABIOTTE	紅酒醇果護唇膏 紅葡萄酒色		唇部保養,	保濕,滋潤,修護,	https://pic.pimg.tw/styleme/1480510942-671957877.jpg
12730	KOSE_COSMEPORT_蔻絲魅寶	亮妍洗顏霜		洗顏產品,	清潔,美白,	
12733	Rudy_Profumi	玫瑰淨膚潔面奶		洗顏產品,	清潔,保濕,	https://pic.pimg.tw/styleme/1480512613-670960075.jpg
12736	Collagen	膠原水凝保濕潔面乳		洗顏產品,	清潔,保濕,	https://pic.pimg.tw/styleme/1480512819-4079525679.jpg
12739	SOFINA_蘇菲娜	透美顏潔顏蜜		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480512969-2898968155.jpg
12742	PALMER'S_帕瑪氏	敏弱彈膚潔顏凝膠		洗顏產品,	清潔,溫和低刺激,	https://pic.pimg.tw/styleme/1480513291-3172883425.jpg
12745	THE_FACE_SHOP_菲詩小舖	淨白籽勻透亮膚洗面乳		洗顏產品,	清潔,美白,	https://pic.pimg.tw/styleme/1480513401-3019443000.jpg
12748	DCS	全效保濕清透潔面乳		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480513657-3951633520.jpg
12751	ettusais_艾杜紗	零毛孔潔淨洗顏乳	Pore Care Wash	洗顏產品,	清潔,收斂毛孔,抗痘,細緻毛孔,透亮,	https://pic.pimg.tw/styleme/1483452997-1239613787.png
12754		細緻煥采雙效淨化潔面乳		洗顏產品,	清潔,滋潤,	https://pic.pimg.tw/styleme/1480514098-467441165.jpg
12757	philosophy_肌膚哲理	微導煥膚去角質洗面乳		洗顏產品,	清潔,去角質,	https://pic.pimg.tw/styleme/1480514249-1750182249.jpg
12760	Bio-essence_碧歐斯	神奇生物水能量潔顏露		洗顏產品,	清潔,保濕,	https://pic.pimg.tw/styleme/1480514489-3096798576.jpg
12763	CLINIQUE_倩碧	三步驟洗面膠-滋潤型		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480514619-3074017394.jpg
12766	CLINIQUE_倩碧	三步驟洗面膠-清爽型		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480514752-2510671351.jpg
12769	CLINIQUE_倩碧	三步驟洗面膠-溫和型		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480514837-1135431227.jpg
12772	LANEIGE_蘭芝	4合1清新潔面乳		洗顏產品,	卸妝,清潔,	https://pic.pimg.tw/styleme/1480515186-3469603713.jpg
12775	ALBION_艾倫比亞	活潤透白豐盈洗顏乳		洗顏產品,	清潔,深層清潔,	https://pic.pimg.tw/styleme/1480515394-4015206456.jpg
12778	CNP_LABORATORY	水感防護潔顏乳		洗顏產品,	清潔,保濕,	
12781	philosophy_肌膚哲理	純淨清爽3合1洗面乳		洗顏產品,	卸妝,清潔,去角質,	https://pic.pimg.tw/styleme/1480515777-1793883761.jpg
12784	CEZANNE	霧柔高防曬粉餅	Ultra Cover UV Foundation	粉餅,	清爽,控油,防曬,遮瑕,滋潤,	https://pic.pimg.tw/styleme/1488894587-2177457827.jpg
12787	L’OREAL_PARIS_巴黎萊雅	輕透亮氣墊粉餅 SPF29 PA+++	Lucent Magique Cushion	氣墊粉餅,	保濕,透亮,服貼,薄透,滋潤,	https://pic.pimg.tw/styleme/1488896956-2341921700.png
12790	Brand1028	雪紡柔光粉餅 SPF50	Flawless Veil Compact Powder	粉餅,	控油,美白,修飾毛孔,透亮,防曬,遮瑕,	https://pic.pimg.tw/styleme/1488972815-4156013124.png
12793	Brand1028	雪絨裸光粉餅 SPF25	Weightless Nude Compact Powder	粉餅,	保濕,控油,長效持妝,遮瑕,薄透,	https://pic.pimg.tw/styleme/1488972824-3026019853.png
12796	MISSHA	輕透裸光無暇氣墊粉餅SPF50+ PA+++	M Magic Cushion SPF50+ PA+++	氣墊粉餅,	美白,透亮,長效持妝,防曬,遮瑕,	https://pic.pimg.tw/styleme/1488554398-457920802.png
12799	MISSHA	輕透裸光保濕氣墊粉餅 SPF50+ PA+++	M Magic Cushion Moisture SPF50+ PA+++	氣墊粉餅,	保濕,修正膚色,遮瑕,滋潤,	https://pic.pimg.tw/styleme/1488554520-2903380075.png
12802	Brand1028	超模V臉粉餅 SPF50	Supermodel V Compact Powder	粉餅,	控油,長效持妝,服貼,修容,	https://pic.pimg.tw/styleme/1488972830-1157373285.png
12805	AZPLAZA	KIKILALA夢幻柔焦無瑕蜜粉		蜜粉,	保濕,清爽,光澤,服貼,珠光,	https://pic.pimg.tw/styleme/1480518835-3068496189.jpg
12808	AZPLAZA	KIKILALA夢幻柔焦無瑕蜜粉餅		粉餅,	光澤,服貼,珠光,	https://pic.pimg.tw/styleme/1480519161-3163799118.jpg
12811	L’OREAL_PARIS_巴黎萊雅	輕透光感無瑕氣墊粉餅	Lucent Magique Porcelain Cushion	氣墊粉餅,	保濕,透亮,長效持妝,服貼,遮瑕,	https://pic.pimg.tw/styleme/1488897021-1221606926.png
12814	ANIMECOSME	美少女戰士R代月光水晶變身粉盒		蜜粉,	修正膚色,珠光,	https://pic.pimg.tw/styleme/1480519593-3196818810.jpg
12817	KBEAUTY	PERIPERA極透裸光控油氣墊粉餅SPF50 PA+++		氣墊粉餅,	保濕,控油,美白,修飾毛孔,光澤,透亮,防曬,遮瑕,	https://pic.pimg.tw/styleme/1480519716-3330406227.jpg
12820	A'PIEU	超輕透零毛孔氣墊粉餅	Air Fit BB Cushion	氣墊粉餅,	保濕,修飾毛孔,透亮,薄透,	https://pic.pimg.tw/styleme/1480519870-1054869409.jpg
12823	A'PIEU	控油礦物蜜粉餅	Oil Control Film Pact	粉餅,	清爽,控油,光澤,長效持妝,	https://pic.pimg.tw/styleme/1489067953-1466857267.png
12826	BEYOND	BEYOND x ALICE 愛麗絲午茶保濕光感氣墊粉餅SPF50+ PA+++		氣墊粉餅,	保濕,修正膚色,透亮,防曬,	https://pic.pimg.tw/styleme/1480520202-3286004570.jpg
12829	J.ONE	河智苑愛用款果凍爆水氣墊粉餅組		氣墊粉餅,	保濕,長效持妝,服貼,	https://pic.pimg.tw/styleme/1480520351-132432054.jpg
12832	Bio-essence_碧歐斯	生物能量蝸牛原液修護面膜	Bio Energy Snail Secretion Repair Mask	保養面膜,	保濕,滋潤,修護,美白,透亮,淡斑,提升光澤,舒緩,	https://pic.pimg.tw/styleme/1489157411-1564941652.jpg
12835	INTEGRATE_絕色魅癮	容耀奇肌礦物蜜粉	Mineral Foundation Powder	蜜粉,	清爽,控油,修飾毛孔,光澤,均勻膚色,長效持妝,遮瑕,	https://pic.pimg.tw/styleme/1488979779-1584306552.png
12838	L’OREAL_PARIS_巴黎萊雅	輕透光感三色煥白粉餅 SPF19 PA+++	Lucent Magique Tri-Powder Foundation	粉餅,	美白,透亮,均勻膚色,防曬,遮瑕,	https://pic.pimg.tw/styleme/1488897869-3933548404.jpg
12841	CANMAKE	臉部修飾蜜粉霜	Highlighter	粉霜,	修正膚色,光澤,透亮,服貼,修容,	https://pic.pimg.tw/styleme/1488980022-393356739.png
12844	N.A.F	極淨光氣墊粉餅SPF17 PA***		氣墊粉餅,	保濕,潤色,修正膚色,光澤,防曬,滋潤,	https://pic.pimg.tw/styleme/1480520833-753609509.jpg
12847	Beautymate_美肌之誌	淨白補水面膜	Purifying And Brightening Mask	保養面膜,	保濕,滋潤,透亮,提升光澤,	https://pic.pimg.tw/styleme/1489159053-479673058.png
12850	moonshot	氣墊粉餅DARA代言氣墊（白盒）		氣墊粉餅,	保濕,美白,修正膚色,服貼,	https://pic.pimg.tw/styleme/1480521007-1162437355.jpg
12853	moonshot	氣墊粉餅GD代言氣墊（黑盒）SPF50+ PA+++		氣墊粉餅,	光澤,遮瑕,細緻,	https://pic.pimg.tw/styleme/1480521132-192490788.jpg
12856	Beautymate_美肌之誌		Hyper V Firming Polypeptide Black Mask	保養面膜,	保濕,滋潤,緊實,修護,透亮,提升光澤,	https://pic.pimg.tw/styleme/1489306296-3597280393.png
12859	Beautymate_美肌之誌	淨白淡斑面膜	Purifying And Brightening Mask	保養面膜,	保濕,滋潤,美白,透亮,均勻膚色,淡斑,提升光澤,	https://pic.pimg.tw/styleme/1489306302-3653863094.png
12862	Beautymate_美肌之誌	山茶花高滲透保濕黑面膜	High Moisture Penetration Camellia Black Mask	保養面膜,	保濕,滋潤,修護,改善細紋,收斂毛孔,	https://pic.pimg.tw/styleme/1489306315-3884419814.png
12865	Beautymate_美肌之誌	傳明酸深度淨白黑面膜	Tranexamic Acid Deep Whitening Black Mask	保養面膜,	保濕,美白,透亮,均勻膚色,提升光澤,	https://pic.pimg.tw/styleme/1489306387-3350007137.png
12868	SHELLEY_and_TEDDY	玫瑰潤膚膏		唇部保養,	保濕,滋潤,修護,	https://pic.pimg.tw/styleme/1480526228-483959854.jpg
12871	Pure_Paw_Paw	神奇萬用木瓜霜-葡萄香		唇部保養,	滋潤,修護,改善細紋,	https://pic.pimg.tw/styleme/1480582632-2554186142.jpg
12874	LA_ROCHE-POSAY_理膚寶水	三合一高效煥白清爽保濕乳		乳液,	去角質,保濕,控油,美白,透亮,舒緩,溫和低刺激,	https://pic.pimg.tw/styleme/1480585269-3462164685.jpg
12877	Solone	愛麗絲完美勾勒眼線膠筆 #01黑色髮帶		眼線,	好上色,抗暈染,	https://pic.pimg.tw/styleme/1480585121-1505023116.jpg
12880	LA_ROCHE-POSAY_理膚寶水	全日長效玻尿酸修護保濕乳 潤澤型		乳液,	保濕,滋潤,修護,舒緩,溫和低刺激,清爽,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1480585476-1988780111.jpg
12883	LA_ROCHE-POSAY_理膚寶水	多容安濕潤面霜 滋潤型		乳霜,	保濕,滋潤,修護,舒緩,溫和低刺激,	https://pic.pimg.tw/styleme/1480585993-1678668250.jpg
12886	Srichand_喜簪	奇蹟控油透亮蜜粉		蜜粉,	控油,透亮,遮瑕,薄透,	https://pic.pimg.tw/styleme/1480586537-98449741.jpg
12889	APRIL_SKIN	超完美遮瑕氣墊粉餅		氣墊粉餅,	保濕,控油,服貼,遮瑕,	https://pic.pimg.tw/styleme/1480586670-1018196670.jpg
12892	NACOLA	絲綢順滑柔潤粉餅		粉餅,	潤色,控油,修正膚色,光澤,長效持妝,	https://pic.pimg.tw/styleme/1480586950-4072435851.jpg
12895	MISSHA	MISSHA x LINE FRIENDS 熊大無暇氣墊粉餅+蕊組 SPF50+ PA+++	MISSHA x LINE FRIENDS Brown Collaboration Cushion SPF50+ PA+++	氣墊粉餅,	長效持妝,防曬,遮瑕,薄透,	https://pic.pimg.tw/styleme/1488470454-3069834221.png
12898	CEZANNE	薄紗防曬蜜粉餅 SPF48 PA+++	UV Silk Face Powder	粉餅,	保濕,透亮,服貼,防曬,薄透,	https://pic.pimg.tw/styleme/1488894693-375330629.png
12901	THE_FACE_SHOP_菲詩小舖	24H潤澤遮色CC霜SPF50+ PA+++	Full Stay CC 24 Hour	CC霜,	保濕,長效持妝,防曬,遮瑕,滋潤,	https://pic.pimg.tw/styleme/1489065404-3902109648.png
12904	Brand1028	玻尿酸礦物超保濕蜜粉	Super Hydrating Mineral Powder	蜜粉,	保濕,透亮,薄透,	https://pic.pimg.tw/styleme/1488984996-2658845698.png
12907	奢華寶貝	珍珠淨白輕透蜜粉餅	Pearl fector Glam Glow Powder	粉餅,	保濕,美白,透亮,薄透,	https://pic.pimg.tw/styleme/1489066105-2789119626.png
12910	KISS_ME_奇士美	Heavy Rotation 濃黑眼線筆-速乾型		眼線,	顯色,抗暈染,	https://pic.pimg.tw/styleme/1480588086-1291608289.jpg
12913	BeautyMaker	傳明酸美白防曬柔膚粉餅 SPF50+ ★★	Tranexamic Acid Whitening Pressed Powder	粉餅,	保濕,美白,防曬,遮瑕,薄透,防水,防油,	https://pic.pimg.tw/styleme/1480588531-3954638815.jpg
12916	MISSHA	輕透裸光羽絨蜜粉 SPF15	The Style Fitting Wear Cashmere Powder SPF15	蜜粉,	保濕,控油,長效持妝,珠光,	https://pic.pimg.tw/styleme/1480588665-227442951.jpg
12919	Peripera	極黑麥克眼線液		眼線,	顯色,好上色,防水,防油,抗暈染,	https://pic.pimg.tw/styleme/1480590150-932819388.jpg
12922	Whoo_后	天氣丹津率享洗顏蜜		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480595068-237094779.jpg
12925	noreva_法國歐德瑪	全效微膠深層潔膚乳		洗顏產品,	清潔,保濕,	https://pic.pimg.tw/styleme/1480595525-603529903.jpg
12928	Whoo_后	拱辰享雪白潔顏乳		洗顏產品,	清潔,美白,	https://pic.pimg.tw/styleme/1480595665-2667292451.jpg
12931		特潤超導精萃潔顏乳		洗顏產品,	清潔,修護,	https://pic.pimg.tw/styleme/1480596045-4159505765.jpg
12934	Reinachu_日本蕾娜啾	水嫩肌保濕洗顏棒(艾草大豆)		洗顏產品,	清潔,保濕,	https://pic.pimg.tw/styleme/1480596186-2850581064.jpg
12937	Reinachu_日本蕾娜啾	水嫩肌保濕洗顏棒(黑糖石榴)		洗顏產品,	清潔,保濕,	https://pic.pimg.tw/styleme/1480596372-3538028337.jpg
12940	Reinachu_日本蕾娜啾	水嫩肌保濕洗顏棒(生薑蜂蜜)		洗顏產品,	清潔,保濕,	https://pic.pimg.tw/styleme/1480596628-1189105290.jpg
12943	ALBION_艾倫比亞	健康洗顏皂N(含皂盒)		洗顏產品,	清潔,滋潤,	https://pic.pimg.tw/styleme/1480596776-195757439.jpg
12946	Thailand_bird's_泰國雙燕	金絲燕窩手工皂		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480597086-4234578285.jpg
12949	NEUTROGENA_露得清	清透潔面皂		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480597658-2751731201.jpg
12952	Goat	澳洲天然羊乳皂(蜂蜜)		洗顏產品,	清潔,	
12955	Goat	澳洲天然羊乳皂(原味)		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480597900-3407853063.jpg
12958	sebamed_施巴	痘淨潔面皂		洗顏產品,	清潔,抗痘,	https://pic.pimg.tw/styleme/1480597999-3563136615.jpg
12961	KOSE_COSMEPORT_蔻絲魅寶	黑糖精靚黑潤白洗顏皂		洗顏產品,	清潔,美白,	https://pic.pimg.tw/styleme/1480598175-3278713685.jpg
12964	AQUA_LABEL_水之印	緊緻活妍潔膚皂		洗顏產品,	清潔,緊實,	https://pic.pimg.tw/styleme/1480598281-4091061297.jpg
12967	CNP_LABORATORY	無瑕控油潔顏皂		洗顏產品,	清潔,控油,	https://pic.pimg.tw/styleme/1480598434-408283222.jpg
12970	Reinachu_日本蕾娜啾	毛孔溫和清潔凝膠		洗顏產品,	清潔,細緻毛孔,	https://pic.pimg.tw/styleme/1480598528-1295645886.jpg
12973	Jericho	天然平衡控油死海泥皂		洗顏產品,	清潔,控油,	https://pic.pimg.tw/styleme/1480598680-531753462.jpg
12976	Jericho	天然活膚死海礦物鹽皂		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480598816-1468624898.jpg
12979	Jericho	天然淨白凍齡死海泥皂		洗顏產品,	清潔,美白,	https://pic.pimg.tw/styleme/1480598912-1547949688.jpg
12982	Jericho	天然全效緊實死海海藻皂		洗顏產品,	清潔,緊實,	https://pic.pimg.tw/styleme/1480599047-3869204191.jpg
12985	alkmene	茶樹精油淨膚抗痘香皂		洗顏產品,	清潔,抗痘,	https://pic.pimg.tw/styleme/1480599276-3681429914.jpg
12988	Rudy_Profumi	米蘭古典薰衣草保濕香皂		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480599487-1271003550.jpg
12991	REVLON_露華濃	超持色輕透遮瑕棒	ColorStay Concealer	遮瑕,	保濕,長效持妝,遮瑕,	https://pic.pimg.tw/styleme/1489067107-4246235087.png
12994	REVLON_露華濃	修片型遮瑕膏	PhotoReady Stick Concealer	遮瑕,	修飾毛孔,遮瑕,好推勻,	https://pic.pimg.tw/styleme/1489067212-1200209783.png
12997	REVLON_露華濃	鎂光燈煥彩修容盒	Highlighting Palette	腮紅修容,	修飾毛孔,長效持妝,遮瑕,薄透,珠光,修容,	https://pic.pimg.tw/styleme/1489067257-3158762629.png
13000	MAJOLICA_MAJORCA_戀愛魔鏡	魔法持久粉嫩腮紅蜜	Cream de Cheek	腮紅修容,	保濕,光澤,長效持妝,顯色,好推勻,滋潤,	https://pic.pimg.tw/styleme/1488812313-1403568698.png
13003	CANMAKE	晶透頰彩	Matte And Crystal Cheeks	腮紅修容,	霧面,透亮,珠光,	https://pic.pimg.tw/styleme/1488980093-736006096.png
13006	CANMAKE	全方位遮瑕組SPF50 PA++++	Color Mixing Concealer	遮瑕,	清爽,透亮,防曬,薄透,打亮,	https://pic.pimg.tw/styleme/1480608280-4209727959.jpg
13009	MISSHA	MISSHA x LINE FRIENDS 熊大氣墊腮紅	MISSHA x LINE FRIENDS Tension Blusher	腮紅修容,	保濕,顯色,滋潤,	https://pic.pimg.tw/styleme/1488554585-2817457926.png
13012	L'EGERE_蘭吉兒	3in1絲柔持妝唇頰蜜粉盒	3in1 Silky Finishing Powder Lip Blusher	蜜粉,腮紅修容,唇彩唇蜜,	修正膚色,修飾毛孔,遮瑕,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1488813022-3293958460.png
13015	heme	三色唇頰霜	Trio Color Cheek And Lip Cream	腮紅修容,唇彩唇蜜,	服貼,珠光,修容,滋潤,	https://pic.pimg.tw/styleme/1489067418-3460440673.png
13018	A'PIEU	哆啦A夢V臉修容餅	Small Face Shading Kit Doraemon Edition	腮紅修容,	打亮,好推勻,修容,	https://pic.pimg.tw/styleme/1480608745-2689909798.jpg
13021	CEZANNE	光采打亮修容棒	Highlight Stick	腮紅修容,	服貼,打亮,好推勻,修容,滋潤,	https://pic.pimg.tw/styleme/1488894914-3877690889.png
13024	CEZANNE	緊緻小臉修容棒	Shading Stick	腮紅修容,	清爽,服貼,好推勻,	https://pic.pimg.tw/styleme/1488895155-3759347474.png
13027	CEZANNE	高挺鼻影組	Nose Shadow Highlight	腮紅修容,	珠光,打亮,細緻,	https://pic.pimg.tw/styleme/1488895232-1862920727.png
13030	CEZANNE	明亮修容組	Face Control Color	腮紅修容,	透亮,薄透,防水,	https://pic.pimg.tw/styleme/1488895319-3726382128.png
13033	L’OREAL_PARIS_巴黎萊雅	輕透光感單色腮紅	Lucent Magique Glow Blush	腮紅修容,	長效持妝,顯色,	https://pic.pimg.tw/styleme/1488898035-1194853305.png
13036	L’OREAL_PARIS_巴黎萊雅	輕透光感氣墊腮紅	Lucent Magique Cushion Glow Blush	腮紅修容,	保濕,透亮,滋潤,	https://pic.pimg.tw/styleme/1488898251-1492584065.png
13039	LA_ROCHE-POSAY_理膚寶水	柔理可極效舒緩保濕精華		精華液,	保濕,均勻膚色,舒緩,溫和低刺激,清爽,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1480623721-2741774671.jpg
13042	LA_ROCHE-POSAY_理膚寶水	水感全效超保濕精華		精華液,	保濕,清爽,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1480623973-1192579911.jpg
13045	LA_ROCHE-POSAY_理膚寶水	多容安極效舒緩修護精華 清爽型		精華液,	保濕,滋潤,修護,舒緩,溫和低刺激,清爽,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1480624406-4150447581.jpg
13048	LA_ROCHE-POSAY_理膚寶水	淨透煥膚精華		精華液,	去角質,深層清潔,保濕,修護,收斂毛孔,改善粉刺,細緻毛孔,透亮,平滑膚觸,	https://pic.pimg.tw/styleme/1480624915-827834261.jpg
13051	LA_ROCHE-POSAY_理膚寶水	三合一高效煥白精華液 升級版		精華液,	去角質,深層清潔,保濕,美白,透亮,均勻膚色,提升光澤,舒緩,溫和低刺激,清爽,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1480625545-4009176086.jpg
13054	LA_ROCHE-POSAY_理膚寶水	水感超保濕晚安凝膜		凝膠凝凍,	保濕,清爽,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1480626393-1497006305.jpg
13057	Dr.Satin	魚子芙蓉奇蹟乳		乳液,	保濕,修護,清爽,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1480627871-385152028.jpg
13060	Dr.Satin	褪黑淨斑精華		精華液,	美白,透亮,淡斑,	https://pic.pimg.tw/styleme/1480646160-86019181.jpg
13063	Dr.Satin	魚子精純修復胎盤精華		精華液,	保濕,滋潤,緊實,拉提,修護,改善細紋,透亮,均勻膚色,提升光澤,	https://pic.pimg.tw/styleme/1480646512-2221088249.jpg
13066	Dr.Satin	魚子水能量保濕奇蹟菁萃		精華液,	保濕,滋潤,清爽,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1480647369-1058372263.jpg
13069	Dr.Satin	魚子角鯊奇蹟修復菁萃		精華液,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,	https://pic.pimg.tw/styleme/1480647803-2033998428.jpg
13072	Dr.Satin	魚子活氧極緻晶白面膜		保養面膜,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,透亮,均勻膚色,提升光澤,	https://pic.pimg.tw/styleme/1480648398-799028970.jpg
13075	Dr.Satin	珍珠潤白活膚精華面膜		保養面膜,	保濕,滋潤,緊實,修護,改善細紋,透亮,提升光澤,抗氧化,	https://pic.pimg.tw/styleme/1480649365-218407637.jpg
13078	Dr.Satin	頂級魚子膠原面膜		保養面膜,	保濕,修護,透亮,提升光澤,舒緩,溫和低刺激,	https://pic.pimg.tw/styleme/1480649995-3883844027.jpg
13081	I’M_MEME	IMMEME我愛修容魔法棒	I'm Multi Stick Shading	腮紅修容,	修正膚色,長效持妝,顯色,修容,	https://pic.pimg.tw/styleme/1489069492-2181231559.png
13084	Dr.Satin	魚子青春彈力面膜		保養面膜,	改善細紋,收斂毛孔,控油,細緻毛孔,透亮,提升光澤,	https://pic.pimg.tw/styleme/1480651606-1960324015.jpg
13087	Dr.Satin	頂級魚子高效保濕面膜		保養面膜,	保濕,滋潤,修護,舒緩,	https://pic.pimg.tw/styleme/1480652589-2153726407.jpg
13096	heme	速描防水眼線眼影筆	Waterproof Eyeliner & Shadow Pen	眼線,	好上色,色彩飽和,抗暈染,	https://pic.pimg.tw/styleme/1480660077-3052493016.jpg
13120	CHANEL_香奈兒	奢華晶鑽賦活粉底乳霜	SUBLIMAGE Le Teint	粉霜,	保濕,潤色,光澤,服貼,好推勻,	https://pic.pimg.tw/styleme/1486026577-3677416669.jpg
13123	CHANEL_香奈兒	雙層柔膚卸妝水	Anti－Pollution Face Make Up Remover	卸妝產品,	卸妝,深層清潔,保濕,滋潤,清爽,	https://pic.pimg.tw/styleme/1480667838-1391337607.jpg
13126	CHANEL_香奈兒	ALLURE男性運動清新古龍水	Allure Homme Sport Cologne			https://pic.pimg.tw/styleme/1480668472-1286539195.jpg
13129	I’M_MEME	IMMEME我愛遮瑕膏	I'm Concealer	遮瑕,	遮瑕,防水,	https://pic.pimg.tw/styleme/1489069459-2357506605.png
13132	A'PIEU	A’PIEU x Yoon Charmi 修修臉完美無敵四色遮瑕盤	Four Fect Cover Concealer Yoon Charmi Edition	遮瑕,	修正膚色,遮瑕,打亮,好推勻,修容,	https://pic.pimg.tw/styleme/1480669364-2323765477.jpg
13135	BBIA	小清新柔嫩腮紅膏	Downy Cheek Cream Blusher	腮紅修容,	清爽,控油,修飾毛孔,透亮,長效持妝,服貼,滋潤,	https://pic.pimg.tw/styleme/1481601991-622751877.jpg
13138	CHANEL_香奈兒	BOY CHANEL卡培男孩香水				https://pic.pimg.tw/styleme/1480669205-2029231686.jpg
13141	CHANEL_香奈兒	時尚伸展台眉彩盤	La Palette Sourcils De Chanel	眉彩,	好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1480670126-1448534255.jpg
13144	Brand1028	甜滋滋捲心頰彩	Blush Brush Me	腮紅修容,	保濕,長效持妝,顯色,修容,	https://pic.pimg.tw/styleme/1488985161-463348259.png
13147	MAYBELLINE_媚比琳	小心機腮紅	Color Show Blush	腮紅修容,	保濕,清爽,長效持妝,服貼,顯色,好推勻,	https://pic.pimg.tw/styleme/1488556811-1089734541.png
13150	BOURJOIS_妙巴黎	花漾液態腮紅	Aqua Blush	腮紅修容,眼影,唇彩唇蜜,	長效持妝,服貼,顯色,好推勻,	https://pic.pimg.tw/styleme/1488814065-339819783.png
13153	BOURJOIS_妙巴黎	深呼吸光透遮瑕蜜	Radiance Reveal	遮瑕,	保濕,修正膚色,透亮,遮瑕,細緻,	https://pic.pimg.tw/styleme/1488813961-1439871939.png
13156	Mistine	玫瑰腮紅		腮紅修容,	保濕,細緻,滋潤,	https://pic.pimg.tw/styleme/1480670861-3877141657.jpg
13159	CHANEL_香奈兒	10效活力防護乳液	LA Sloution Senstive Skin Cream	乳液,	保濕,滋潤,修護,溫和低刺激,	https://pic.pimg.tw/styleme/1480670820-2522893291.jpg
13162	MAJOLICA_MAJORCA_戀愛魔鏡	亮眼珠光眼線筆		眼線,	珠光,亮片,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1480677052-1634743059.jpg
13165	DR.WU	B3淨痘舒緩潔顏露		洗顏產品,	清潔,保濕,舒緩,溫和低刺激,	https://pic.pimg.tw/styleme/1480677136-3300295098.jpg
13168	DR.WU	極緻卸妝潔顏乳		洗顏產品,卸妝產品,	卸妝,清潔,深層清潔,保濕,改善細紋,舒緩,溫和低刺激,	https://pic.pimg.tw/styleme/1480677891-258675475.jpg
13174	DR.WU	超彈力緊緻精華露		精華液,	保濕,抗老,緊實,抗皺,修護,	https://pic.pimg.tw/styleme/1480678757-2635478440.jpg
13177	Solone	防水眼線膠筆(寶藍色)		眼線,	顯色,	https://pic.pimg.tw/styleme/1480684348-1232671880.jpg
13180	DR.WU	杏仁酸亮白化妝水		化妝水,	去角質,深層清潔,保濕,緊實,修護,收斂毛孔,改善粉刺,細緻毛孔,透亮,均勻膚色,	https://pic.pimg.tw/styleme/1480697914-238288615.jpg
13183	DR.WU	微導美白化妝水		化妝水,	保濕,美白,透亮,均勻膚色,淡斑,提升光澤,	https://pic.pimg.tw/styleme/1480698180-4091230276.jpg
