no	brand	chinese_name	english_name	item	effect	image
7864	cle_de_peau_beaute_肌膚之鑰	絲緞光采粉霜SPF25PA++		粉霜,	保濕,修正膚色,	https://pic.pimg.tw/styleme/1469505220-933806030.jpg
7867	cle_de_peau_beaute_肌膚之鑰	蜜粉		蜜粉,	清爽,長效持妝,細緻,	https://pic.pimg.tw/styleme/1469505722-794561534.jpg
7870	ETUDE_HOUSE			眼影,	服貼,顯色,	https://pic.pimg.tw/styleme/1469512212-2030550998.jpg
7876	ETUDE_HOUSE			唇彩唇蜜,	滋潤,	https://pic.pimg.tw/styleme/1469513271-4043742779.png
7879	ETUDE_HOUSE			眼影,	光澤,長效持妝,服貼,	https://pic.pimg.tw/styleme/1469513608-2437629986.jpg
7882	ETUDE_HOUSE			唇彩唇蜜,	顯色,	https://pic.pimg.tw/styleme/1469514160-1343972323.png
7885	ETUDE_HOUSE			指甲油,	光澤,	https://pic.pimg.tw/styleme/1469514619-2702586221.jpg
7888	ETUDE_HOUSE			美甲工具,		https://pic.pimg.tw/styleme/1469514972-1440398830.jpg
7891	ETUDE_HOUSE			染髮品,		https://pic.pimg.tw/styleme/1469515314-4267843236.jpg
7894	FOR_BELOVED_ONE_寵愛之名	杏仁酸全透亮煥膚精華		精華液,	緊實,美白,透亮,	https://pic.pimg.tw/styleme/1469516264-1321682249.jpg
7897	FOR_BELOVED_ONE_寵愛之名	杏果酸輕煥膚精華	Multi-Mandelic Acid Gentel Renewal Serum	精華液,	保濕,細緻毛孔,透亮,	https://pic.pimg.tw/styleme/1471935038-112547653.jpg
7900	For_Beloved_Girl_寵愛女孩	抗皺緊緻礦物雲絲膜	Active Resilience Youth Mineral Cloud-Silk Mask	保養面膜,	緊實,修護,改善細紋,	https://pic.pimg.tw/styleme/1469517269-105488836.jpg
7903	JILL_STUART_吉麗絲朵	晶耀眉彩餅N		眉彩,	防水,抗暈染,	https://pic.pimg.tw/styleme/1469519076-2881827131.jpg
7906	JILL_STUART_吉麗絲朵	柔光霧感染眉膏		眉彩,	霧面,長效持妝,防水,防油,溫水可卸,	https://pic.pimg.tw/styleme/1469519505-697475990.jpg
7909	JILL_STUART_吉麗絲朵	造型眉筆		眉彩,	好上色,防水,	https://pic.pimg.tw/styleme/1469519800-2334278379.jpg
7912	JILL_STUART_吉麗絲朵	光透寶石豐唇精華		唇彩唇蜜,	透亮,滋潤,	https://pic.pimg.tw/styleme/1469520401-1538536032.jpg
7915	RMK	潔膚乳		卸妝產品,	卸妝,	https://pic.pimg.tw/styleme/1469528469-3889033121.png
7918	JO_MALONE_LONDON	鼠尾草與海鹽	Wood Sage & Sea Salt	女性香氛,		https://pic.pimg.tw/styleme/1469686860-3064717722.jpg
7921	JO_MALONE_LONDON	牡丹與胭紅麂絨	Peony and Blush Suede Cologne	女性香氛,		https://pic.pimg.tw/styleme/1469687229-3761055137.jpg
7924	john_masters_organics	薄荷繡線菊頭皮洗髮精		洗髮品,	控油,強韌髮絲,滋潤,	https://pic.pimg.tw/styleme/1469687602-2757350155.jpg
7927	john_masters_organics	深層頭皮淨化精華		頭皮養護,	香氛,修護,	https://pic.pimg.tw/styleme/1469688026-290604425.jpg
7930	john_masters_organics	深層頭皮調理露		頭皮養護,	強韌髮絲,	https://pic.pimg.tw/styleme/1469688322-350288066.jpg
7942	banila_co.	明采修羞棒	So STROBING TOUCH FOR LIGHTING	遮瑕,腮紅修容,	修正膚色,光澤,遮瑕,修容,滋潤,	https://pic.pimg.tw/styleme/1469690735-1300765724.png
7945	banila_co.	明采修羞筆	So STROBING TOUCH FOR LIGHTING	遮瑕,腮紅修容,	光澤,	https://pic.pimg.tw/styleme/1469690903-2210987623.png
7948		超緊顏5D太空抗皺晚霜		乳霜,	滋潤,緊實,拉提,修護,	https://pic.pimg.tw/styleme/1469691255-623006437.jpg
7951		超緊顏5D太空抗皺眼霜		眼部保養,	滋潤,緊實,拉提,	https://pic.pimg.tw/styleme/1469691722-2942207083.png
7954		超緊顏5D拉提滾輪		保養工具,		https://pic.pimg.tw/styleme/1469692064-2276445787.jpg
7957		超緊顏5D太空按摩霜		乳霜,	滋潤,緊實,透亮,	https://pic.pimg.tw/styleme/1469692353-1644999085.jpg
7960		超緊顏5D太空抗皺精露		化妝水,	保濕,拉提,	https://pic.pimg.tw/styleme/1469692698-425478462.jpg
7963		超緊顏5D太空抗皺日霜(太空霜)-經典型		乳霜,	滋潤,平滑膚觸,	https://pic.pimg.tw/styleme/1469693034-117378751.jpg
7966		超緊顏5D太空抗皺日霜(太空霜)-水潤型		乳霜,	保濕,抗老,緊實,	https://pic.pimg.tw/styleme/1469693291-3973191699.jpg
7969		玫瑰之心淡香精		女性香氛,		https://pic.pimg.tw/styleme/1469694591-1211584848.png
7972	ANNA_SUI_安娜蘇	迷魅花漾蜜唇彩系列		唇膏,	清爽,光澤,長效持妝,滋潤,	https://pic.pimg.tw/styleme/1469698178-1422589761.png
7975	ANNA_SUI_安娜蘇	迷魅花漾羽絨系列		眼影,	光澤,好推勻,	https://pic.pimg.tw/styleme/1469758387-1765826977.gif
7978	ANNA_SUI_安娜蘇	迷魅花漾珍珠系列		眼影,	光澤,好推勻,	https://pic.pimg.tw/styleme/1469758300-584827971.jpg
7981	ANNA_SUI_安娜蘇	迷魅花漾星塵系列		眼影,	光澤,	https://pic.pimg.tw/styleme/1469757523-3114362293.png
7984	ANNA_SUI_安娜蘇	迷魅花漾糖霜系列		眼影,	長效持妝,服貼,薄透,色彩飽和,	https://pic.pimg.tw/styleme/1469758110-3251166619.jpg
7987	ANNA_SUI_安娜蘇	魔幻墜飾蜜粉刷		彩妝工具,		https://pic.pimg.tw/styleme/1469758990-2773061079.png
7990	ANNA_SUI_安娜蘇	魔幻墜飾唇刷		彩妝工具,		https://pic.pimg.tw/styleme/1469759489-2869441451.jpg
7993	ANNA_SUI_安娜蘇	魔幻墜飾眼彩刷		彩妝工具,		https://pic.pimg.tw/styleme/1469759651-1122635872.jpg
7996	ANNA_SUI_安娜蘇	魔幻迷妳刷具組		彩妝工具,		https://pic.pimg.tw/styleme/1469760085-1528637437.jpg
7999	ANNA_SUI_安娜蘇	迷魅花漾絲緞系列		眼影,	光澤,長效持妝,服貼,好推勻,	https://pic.pimg.tw/styleme/1472095009-1087951712.png
8002	ANNA_SUI_安娜蘇	魔法眉彩筆		眉彩,	長效持妝,防水,防油,	https://pic.pimg.tw/styleme/1472094806-2258421768.png
8005	ANNA_SUI_安娜蘇	魔法染眉膏		眉彩,	防油,抗暈染,	https://pic.pimg.tw/styleme/1472094666-3185156273.png
8008	BECCA	深秋摩卡眼彩盤		眼影,	服貼,	https://pic.pimg.tw/styleme/1469762400-3256388255.png
8011	BECCA	水漾光腮紅		腮紅修容,	光澤,	https://pic.pimg.tw/styleme/1469762776-2202849941.jpg
8014	CHANEL_香奈兒	圓形腮紅	Joues Contraste	腮紅修容,	光澤,服貼,	https://pic.pimg.tw/styleme/1470647341-3029360577.jpg
8026	CHANEL_香奈兒	唇線筆		唇筆,	好上色,	https://pic.pimg.tw/styleme/1469765322-3684750458.png
8029	CHANEL_香奈兒	4D四色眼影		眼影,		https://pic.pimg.tw/styleme/1469766007-2416234340.png
8032	CHANEL_香奈兒	防水眼線筆		眼線,	防水,	https://pic.pimg.tw/styleme/1469766832-417243378.png
8035	CHANEL_香奈兒	時尚伸展台彈力睫毛膏		睫毛膏,	纖長,捲翹,	https://pic.pimg.tw/styleme/1469767147-2080840773.jpg
8038	CHANEL_香奈兒	星沙幻彩絲絨眼影		眼影,	顯色,	https://pic.pimg.tw/styleme/1469767488-4185618570.png
8041	CHANEL_香奈兒	時尚恆彩指甲油		指甲油,	光澤,	https://pic.pimg.tw/styleme/1470646089-1272873922.jpg
8044	CHANEL_香奈兒	時尚恆彩指甲晶凍		指甲油,	光澤,	https://pic.pimg.tw/styleme/1472099889-78529408.png
8047	Chantecaille_香緹卡	保育獅群限量眼彩盤		眼影,	光澤,	https://pic.pimg.tw/styleme/1469776119-862946862.jpg
8050	Chantecaille_香緹卡	非洲榮耀胭脂頰彩		腮紅修容,	修容,	https://pic.pimg.tw/styleme/1469776973-1924144314.jpg
8053	Chantecaille_香緹卡	花妍潤澤唇膏		唇膏,	色彩飽和,滋潤,	https://pic.pimg.tw/styleme/1469777632-774787259.png
8056	Chantecaille_香緹卡	絲滑光感眼線筆		眼線,	長效持妝,顯色,防水,	https://pic.pimg.tw/styleme/1472460955-3183801396.png
8059	L'OCCITANE_歐舒丹	草本修護美髮精華油		頭皮養護,	柔順,亮澤,修護,	https://pic.pimg.tw/styleme/1469783627-1407254791.jpg
8062	L'OCCITANE_歐舒丹	草本淨化居室香衣水	Aromachologie Refreshing Mist	,		https://pic.pimg.tw/styleme/1469782422-1991604871.jpg
8065	L'OCCITANE_歐舒丹	草本舒緩手足按摩霜		乳霜,	舒緩,好吸收,	https://pic.pimg.tw/styleme/1469782875-3738858984.png
8068	L'OCCITANE_歐舒丹	協奏奇蹟活萃		精華液,	緊實,修護,不黏膩,	https://pic.pimg.tw/styleme/1469785372-2619576987.jpg
8071	L'OCCITANE_歐舒丹	協奏奇蹟活萃霜		乳霜,	滋潤,修護,	https://pic.pimg.tw/styleme/1469785824-3295773425.jpg
8077	Dior_迪奧	搶眼防水眉粉筆(巴黎天空限定版)		眉彩,	長效持妝,顯色,	https://pic.pimg.tw/styleme/1470019951-730524926.jpg
8080	Dior_迪奧	摩登單色眼影(巴黎天空限定版)		眼影,	光澤,色彩飽和,	https://pic.pimg.tw/styleme/1471421742-2763804294.png
8083	Dior_迪奧	搶眼造型眼線膠筆(巴黎天空限定版)		眼線,	防水,	https://pic.pimg.tw/styleme/1471421964-3459727605.png
8086	Dior_迪奧	輕透光感蜜粉餅(巴黎天空限定版)		蜜粉,	薄透,	https://pic.pimg.tw/styleme/1470031107-2172906582.jpg
8089	Dior_迪奧	立體小臉修容棒(巴黎天空限定版)		腮紅修容,	霧面,修容,	https://pic.pimg.tw/styleme/1470031787-3597458513.png
8092	Dior_迪奧	癮誘超模唇膏(巴黎天空限定版)		唇膏,	顯色,色彩飽和,	https://pic.pimg.tw/styleme/1470032076-2444784018.jpg
8095	Dior_迪奧	癮誘鏡光俏唇彩(巴黎天空限定版)		唇彩唇蜜,	光澤,	https://pic.pimg.tw/styleme/1470032843-3253950868.png
8098	Dior_迪奧	指甲油(巴黎天空限定版)		指甲油,	光澤,	https://pic.pimg.tw/styleme/1470033395-3915952720.png
8101	Dior_迪奧	經典五色眼影(巴黎天空限定版)		眼影,	服貼,	https://pic.pimg.tw/styleme/1470033844-3606749473.jpg
8104	GIVENCHY_紀梵希	璀燦星辰繁星眼彩盒		眼影,	長效持妝,服貼,細緻,	https://pic.pimg.tw/styleme/1470034600-3894149716.png
8110	GIVENCHY_紀梵希	金色誘惑玉露淡香精		女性香氛,		https://pic.pimg.tw/styleme/1470035782-477293435.png
8113	GUERLAIN_嬌蘭	時尚謬思混搭眼彩盤		眼影,	光澤,霧面,好推勻,	https://pic.pimg.tw/styleme/1470036641-2070545144.jpg
8116	GUERLAIN_嬌蘭	KISSKISS法式之吻唇膏		唇膏,	光澤,	https://pic.pimg.tw/styleme/1470037380-3711006825.jpg
8119	JILL_STUART_吉麗絲朵	指彩蜜R		指甲油,	光澤,	https://pic.pimg.tw/styleme/1470037780-2214211719.jpg
8122		9色限量眼彩盤		眼影,	霧面,珠光,	https://pic.pimg.tw/styleme/1470038595-1934421298.jpg
8125		花瓣漸層唇蠟筆		唇彩唇蜜,	光澤,霧面,滋潤,	https://pic.pimg.tw/styleme/1471416411-2747072978.png
8131		愛戀亮色指甲油		指甲油,	光澤,	https://pic.pimg.tw/styleme/1470040789-61429615.png
8134	kanebo_佳麗寶	晶巧光燦眼盒(羽薰)		眼影,	好推勻,	https://pic.pimg.tw/styleme/1470041260-2240356308.jpg
8137	kanebo_佳麗寶	羽薰雙彩眼盒		眼影,	服貼,	https://pic.pimg.tw/styleme/1470041788-1204866588.jpg
8140	kanebo_佳麗寶	纖長飛翹睫毛膏		睫毛膏,	防水,防油,抗暈染,纖長,捲翹,溫水可卸,	https://pic.pimg.tw/styleme/1470106728-1260126108.jpg
8143	kanebo_佳麗寶	羽霧唇膏		唇膏,	保濕,長效持妝,服貼,滋潤,	https://pic.pimg.tw/styleme/1470107419-3461654495.jpg
8146	kanebo_佳麗寶	絕色恆采口紅		唇膏,	光澤,服貼,滋潤,	https://pic.pimg.tw/styleme/1470108127-1455807833.jpg
8149	NARS	絲絨迷霧唇筆		唇彩唇蜜,	顯色,	https://pic.pimg.tw/styleme/1470108937-340150090.jpg
8152	shu_uemura_植村秀	雙刷激炫染眉膏		眉彩,	好推勻,	https://pic.pimg.tw/styleme/1470109750-3342210891.png
8155	shu_uemura_植村秀	裸色風尚眼彩盤		眼影,	服貼,	https://pic.pimg.tw/styleme/1470110173-2401192598.png
8158	shu_uemura_植村秀	隱形控油蜜粉餅		蜜粉,	光澤,透亮,長效持妝,	https://pic.pimg.tw/styleme/1470110908-3411816128.png
8161	shu_uemura_植村秀	輕柔無痕粉撲		彩妝工具,		https://pic.pimg.tw/styleme/1470111258-3595448460.png
8164	SUQQU	晶采絕色眼彩霜		眼影,	光澤,長效持妝,服貼,	https://pic.pimg.tw/styleme/1470111740-3756407647.jpg
8167	SUQQU	晶采淨妍頰彩		腮紅修容,	光澤,顯色,	https://pic.pimg.tw/styleme/1470112044-417404465.jpg
8170	SUQQU	晶采絕色眼線膠筆		眼線,	光澤,長效持妝,顯色,防水,	https://pic.pimg.tw/styleme/1470112363-2403829165.png
8173	SUQQU	晶采豔色唇膏		唇膏,	光澤,色彩飽和,	https://pic.pimg.tw/styleme/1486644578-1632133570.jpg
8179	YSL_聖羅蘭	禁忌緋語時尚眼線筆		眼線,	好上色,	https://pic.pimg.tw/styleme/1472467752-226285188.jpg
8182	YSL_聖羅蘭	搖滾金屬眼彩蜜		眼影,	長效持妝,珠光,	https://pic.pimg.tw/styleme/1470118295-2579519076.jpg
8191	BIOTHERM_碧兒泉	神奇亮顏修護精華油乳霜	Blue Therapy Cream-In-Oil	乳霜,	透亮,不黏膩,	https://pic.pimg.tw/styleme/1470118903-2968186490.jpg
8194	BIOTHERM_碧兒泉	神奇亮顏修護精華油	Blue Therapy Serum-In-Oil	精華油,	保濕,滋潤,緊實,抗皺,好吸收,	https://pic.pimg.tw/styleme/1470119286-2980783316.png
8197	BURT'S_BEES_小蜜蜂爺爺	摩登好漾彩唇膏		唇膏,	保濕,長效持妝,顯色,	https://pic.pimg.tw/styleme/1470119902-2293364215.png
8200	BURT'S_BEES_小蜜蜂爺爺	諾麗果全效礦物BB霜		BB霜,	潤色,均勻膚色,防曬,遮瑕,	https://pic.pimg.tw/styleme/1470120338-2739048637.png
8203	JO_MALONE_LONDON	羅勒與橙花純露	Basil & Neroli	女性香氛,		https://pic.pimg.tw/styleme/1470120691-3671300999.png
8209	JO_MALONE_LONDON	羅勒與橙花純露居室香氛工藝蠟燭		,		https://pic.pimg.tw/styleme/1470190031-1619961550.jpg
8212	JO_MALONE_LONDON	羅勒與橙花純露潤膚乳霜		身體保養,	香氛,	https://pic.pimg.tw/styleme/1470190526-695510112.png
8215	DECORTE_黛珂	舞蝶眼線造型液		眼線,	長效持妝,抗暈染,	https://pic.pimg.tw/styleme/1470192102-1132427527.jpg
8218	DECORTE_黛珂	舞蝶晶燦光眼影		眼影,	長效持妝,服貼,顯色,	https://pic.pimg.tw/styleme/1486301563-1279250671.jpg
8221	DECORTE_黛珂	舞蝶光潤水唇膏	AQMW Rouge Glow	唇膏,	保濕,光澤,長效持妝,滋潤,	https://pic.pimg.tw/styleme/1487240429-3076918283.png
8227	DECORTE_黛珂	舞蝶指彩		指甲油,	光澤,	https://pic.pimg.tw/styleme/1486301933-2627256575.jpg
8230	DECORTE_黛珂	晶鑽光蜜粉		蜜粉,	光澤,細緻,	https://pic.pimg.tw/styleme/1470194269-1556408109.jpg
8233	TSUBAKI_思波綺	頭皮SPA按摩精華		頭皮養護,	修護,滋潤,	https://pic.pimg.tw/styleme/1470195334-3660426869.jpg
8236	benefit	看緊點!眼周緊緻精華液		眼部保養,	滋潤,緊實,	https://pic.pimg.tw/styleme/1470196715-3594596384.png
8239	RMK	經典銀采蜜(Eyes)		眼影,	長效持妝,	https://pic.pimg.tw/styleme/1470197703-1448561608.jpg
8242	RMK	經典銀采蜜(Cheeks)		腮紅修容,	光澤,服貼,修容,	https://pic.pimg.tw/styleme/1470198077-800905274.jpg
8245	RMK	經典銀采唇蜜		唇彩唇蜜,	光澤,滋潤,	https://pic.pimg.tw/styleme/1470198366-3379577707.jpg
8248	RMK	W雙效眉采		眉彩,	好推勻,	https://pic.pimg.tw/styleme/1470198847-2267484529.png
8251	cle_de_peau_beaute_肌膚之鑰	精質眼霜		眼部保養,	緊實,透亮,	https://pic.pimg.tw/styleme/1470199390-3528137608.jpg
8257	M.A.C	粉持色腮紅		腮紅修容,	透亮,	https://pic.pimg.tw/styleme/1470278767-1259936884.jpg
8260	M.A.C	柔礦緊緻精華乳		乳液,	緊實,	https://pic.pimg.tw/styleme/1470279112-2919409397.jpg
8263	M.A.C	妝前潤色打亮筆		妝前打底,	打亮,修容,	https://pic.pimg.tw/styleme/1470281158-763841809.jpg
8266	M.A.C	專業彩妝刷#197SH		彩妝工具,		https://pic.pimg.tw/styleme/1470281816-1141354919.jpg
8269	MAYBELLINE_媚比琳	夢幻奇蹟柔霧水凝粉底		粉底液,	保濕,清爽,霧面,長效持妝,服貼,薄透,	https://pic.pimg.tw/styleme/1470282361-2101288421.jpg
8272	innisfree	濟州熔岩海洋水滋養精華		精華液,	保濕,滋潤,修護,	https://pic.pimg.tw/styleme/1470363005-601255214.png
8275	innisfree	濟州熔岩海洋水調理液		化妝水,	保濕,	https://pic.pimg.tw/styleme/1470378318-3860221897.jpg
8278	innisfree	濟州熔岩海洋水保濕精華		精華液,	保濕,	https://pic.pimg.tw/styleme/1470378679-1494718892.jpg
8284	innisfree	濟州熔岩海洋水調理乳		乳液,	緊實,	https://pic.pimg.tw/styleme/1470379397-1382027286.jpg
8287	innisfree	濟洲熔岩海洋水凝霜		乳霜,	保濕,清爽,	https://pic.pimg.tw/styleme/1470379648-464545100.jpg
8290	innisfree	濟洲熔岩海洋水眼霜		眼部保養,	滋潤,	https://pic.pimg.tw/styleme/1470379891-3166011407.jpg
8293	innisfree	濟洲熔岩海洋水保濕噴霧		保濕噴霧,	滋潤,清爽,	https://pic.pimg.tw/styleme/1470380200-431718162.jpg
8296		年輕肌密無敵霜	Revitalizing Supreme Plus	乳霜,	保濕,滋潤,緊實,改善細紋,透亮,	https://pic.pimg.tw/styleme/1470380802-3692706309.jpg
8299		年輕肌密煥膚凝乳		乳液,	細緻毛孔,香氛,	https://pic.pimg.tw/styleme/1470381205-376106679.jpg
8302	PAUL_&_JOE	漫步公園貓咪頰彩球	Check Color Cs	腮紅修容,	珠光,	https://pic.pimg.tw/styleme/1470381822-1813849070.jpg
8305	PAUL_&_JOE	漫步公園眼彩餅	Check Color Cs	眼影,	服貼,珠光,顯色,	https://pic.pimg.tw/styleme/1483525246-754697058.png
8308	PAUL_&_JOE	漫步公園唇膏	Lipstick Rouge A Levres CS Case & Refill	唇膏,	保濕,光澤,顯色,	https://pic.pimg.tw/styleme/1483525378-1055150303.png
8311	Les_Merveilleuses_LADUREE	火車之旅彩妝箱		腮紅修容,	保濕,長效持妝,服貼,顯色,	https://pic.pimg.tw/styleme/1470383778-3285846795.jpg
8314	Les_Merveilleuses_LADUREE	浮飾混色霧光唇膏		唇膏,	保濕,光澤,	https://pic.pimg.tw/styleme/1470384341-488318148.jpg
8317	Les_Merveilleuses_LADUREE	迷你浮飾仕女頰彩		腮紅修容,	長效持妝,服貼,顯色,	https://pic.pimg.tw/styleme/1470384855-988814085.jpg
8320	我的美麗日記	冰草沁涼水感面膜	Agropyron Cristatum Refresh Moisture Mask	保養面膜,	保濕,	https://pic.pimg.tw/styleme/1470385954-2443911946.png
8323	DR.WU	杏仁酸溫和煥膚精華		精華液,	改善粉刺,細緻毛孔,溫和低刺激,	https://pic.pimg.tw/styleme/1470386617-3890291822.jpg
8326	SK-II	R.N.A.超肌能緊緻大眼霜		眼部保養,	緊實,拉提,	https://pic.pimg.tw/styleme/1470387123-4263896643.png
8329	L'OCCITANE_歐舒丹	牡丹淨妍潔面慕絲		洗顏產品,	清潔,保濕,	https://pic.pimg.tw/styleme/1470391870-3995335019.jpg
8332	L'OCCITANE_歐舒丹	牡丹淨妍保濕乳		乳液,	保濕,透亮,	https://pic.pimg.tw/styleme/1470392177-2208394137.jpg
8335	sisley_希思黎	美頸霜(減齡滋養配方)		乳霜,	保濕,拉提,	https://pic.pimg.tw/styleme/1470649811-3670490639.png
8338	by_Terry	專業完美觸控唇膏		唇膏,	長效持妝,顯色,滋潤,	https://pic.pimg.tw/styleme/1470626048-3956838646.jpg
8341	NARS	3D塑形修容盤		腮紅修容,	潤色,修容,	https://pic.pimg.tw/styleme/1470626563-2197839124.jpg
8344	NARS	絲絨眼線筆		眼線,	好上色,	https://pic.pimg.tw/styleme/1470627174-645133157.jpg
8347	CLINIQUE_倩碧	活力漾采亮顏洗面乳		洗顏產品,	清潔,去角質,保濕,清爽,	https://pic.pimg.tw/styleme/1470627992-386059181.png
8350	CLINIQUE_倩碧	活力漾采美肌保濕乳		乳液,	保濕,改善細紋,控油,好吸收,	https://pic.pimg.tw/styleme/1470628406-3317724528.jpg
8353	CLINIQUE_倩碧	活力漾采電眼精華		眼部保養,	保濕,緊實,	https://pic.pimg.tw/styleme/1470629144-4102857248.png
8356	CLINIQUE_倩碧	魔法轉轉變妝睫毛膏		睫毛膏,	抗暈染,纖長,濃密,溫水可卸,	https://pic.pimg.tw/styleme/1470629595-937156268.png
8359	CLINIQUE_倩碧	蜜糖啾啾馬卡龍		唇部保養,	保濕,提升光澤,	https://pic.pimg.tw/styleme/1470630048-1551353750.png
8362	CLINIQUE_倩碧	紐約普普花染唇釉		唇彩唇蜜,	顯色,	https://pic.pimg.tw/styleme/1470630460-1802864005.png
8371	M.A.C	防水眉廓定色膠		眉彩,	防水,	https://pic.pimg.tw/styleme/1470797375-3666627150.png
8374	L’OREAL_PARIS_巴黎萊雅	三合一卸妝潔顏水（保濕型）	Micellar Water_Moisturizing	卸妝產品,	卸妝,清潔,保濕,	https://pic.pimg.tw/styleme/1470799968-3306068674.png
8377	ZA	矚目焦點眼影盒	Killer Big Eyes	眼影,	長效持妝,服貼,珠光,顯色,	https://pic.pimg.tw/styleme/1470808767-464836860.jpg
8380	ZA	新魔睫-放肆激長睫毛膏(特黑)		睫毛膏,	保濕,防水,防油,抗暈染,濃密,	https://pic.pimg.tw/styleme/1470809489-630606521.jpg
8383	shu_uemura_植村秀	極保濕輕感防護乳SPF50/PA+++		妝前打底,	保濕,防曬,	https://pic.pimg.tw/styleme/1470810350-570455060.jpg
8386	GUERLAIN_嬌蘭	小黑裙精萃香水V領洋裝		女性香氛,		https://pic.pimg.tw/styleme/1470811323-67936367.jpg
8389	ReVive_麗膚再生			保養面膜,	保濕,拉提,修護,	https://pic.pimg.tw/styleme/1470822014-124564648.jpg
8392		捲髮髮妝水(珍珠蜂蜜精華)		髮妝造型,	香氛,修護,	https://pic.pimg.tw/styleme/1470822866-2658166975.jpg
8395		清爽髮妝水(珍珠蜂蜜精華)		髮妝造型,	香氛,滋潤,	https://pic.pimg.tw/styleme/1470823305-225656418.jpg
8398		保濕髮妝水(珍珠蜂蜜精華)		髮妝造型,	保濕,香氛,滋潤,	https://pic.pimg.tw/styleme/1470823655-1364236952.jpg
8401	Clarins_克蘭詩	玉手修護霜限量三件組		手部保養,	保濕,	https://pic.pimg.tw/styleme/1470824812-1399686444.jpg
8404	M.A.C	Strike!腮紅打亮餅		腮紅修容,	光澤,打亮,	https://pic.pimg.tw/styleme/1470881918-432669733.jpg
